Series_reference,Period,Data_value,STATUS,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,UNITS,MAGNTUDE
SNEA.SG02NAC14P30A06E,2015.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Health,Households,,,Dollars,6
SNEA.SG02NAC14P30A06E,2016.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Health,Households,,,Dollars,6
SNEA.SG02NAC14P30A06E,2017.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Health,Households,,,Dollars,6
SNEA.SG02NAC14P30A06E,2018.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Health,Households,,,Dollars,6
SNEA.SG02NAC14P30A06E,2019.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Health,Households,,,Dollars,6
SNEA.SG02NAC14P30A06E,2020.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Health,Households,,,Dollars,6
SNEA.SG02NAC14P30A06E,2021.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Health,Households,,,Dollars,6
SNEA.SG02NAC14P30A06E,2022.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Health,Households,,,Dollars,6
SNEA.SG02NAC14P30A06E,2023.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Health,Households,,,Dollars,6
SNEA.SG02NAC14P30A06E,2024.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Health,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,1988.03,6067,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,1989.03,6466,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,1990.03,6910,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,1991.03,6821,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,1992.03,6330,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,1993.03,6212,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,1994.03,6483,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,1995.03,7443,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,1996.03,8311,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,1997.03,8979,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,1998.03,8297,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,1999.03,8481,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2000.03,8832,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2001.03,9110,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2002.03,9729,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2003.03,10376,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2004.03,11024,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2005.03,11884,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2006.03,12873,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2007.03,13445,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2008.03,14275,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2009.03,14036,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2010.03,13768,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2011.03,14949,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2012.03,15824,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2013.03,16287,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2014.03,17369,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2015.03,18175,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2016.03,18908,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2017.03,20639,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2018.03,22334,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2019.03,24203,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2020.03,23633,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2021.03,18601,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2022.03,22381,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2023.03,27894,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A07E,2024.03,30660,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Transport,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,1988.03,723,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,1989.03,819,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,1990.03,1034,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,1991.03,1098,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,1992.03,1165,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,1993.03,1195,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,1994.03,1226,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,1995.03,1316,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,1996.03,1495,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,1997.03,1613,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,1998.03,1829,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,1999.03,1829,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2000.03,1845,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2001.03,1904,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2002.03,2043,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2003.03,2162,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2004.03,2318,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2005.03,2493,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2006.03,2694,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2007.03,2911,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2008.03,3167,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2009.03,3375,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2010.03,3501,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2011.03,3883,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2012.03,3942,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2013.03,3910,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2014.03,3833,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2015.03,3774,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2016.03,3771,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2017.03,3843,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2018.03,3835,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2019.03,3812,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2020.03,3859,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2021.03,3940,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2022.03,4002,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2023.03,4081,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A08E,2024.03,4149,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Communication,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,1988.03,3458,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,1989.03,3777,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,1990.03,3959,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,1991.03,4136,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,1992.03,4099,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,1993.03,4246,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,1994.03,4650,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,1995.03,5141,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,1996.03,5473,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,1997.03,6037,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,1998.03,6478,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,1999.03,6811,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2000.03,7201,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2001.03,7583,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2002.03,8018,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2003.03,8589,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2004.03,9109,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2005.03,9508,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2006.03,9885,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2007.03,10271,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2008.03,10507,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2009.03,10671,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2010.03,10424,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2011.03,10486,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2012.03,11367,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2013.03,11266,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2014.03,11758,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2015.03,12142,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2016.03,12900,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2017.03,13831,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2018.03,14485,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2019.03,15275,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2020.03,16199,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2021.03,17056,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2022.03,19270,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2023.03,21051,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A09E,2024.03,21517,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Recreation and culture,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,1988.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,1989.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,1990.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,1991.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,1992.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,1993.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,1994.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,1995.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,1996.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,1997.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,1998.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,1999.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2000.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2001.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2002.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2003.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2004.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2005.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2006.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2007.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2008.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2009.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2010.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2011.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2012.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2013.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2014.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2015.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2016.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2017.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2018.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2019.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2020.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2021.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2022.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2023.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A10E,2024.03,,CONFIDENTIAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Education,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,1988.03,2457,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,1989.03,2495,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,1990.03,2570,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,1991.03,2621,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,1992.03,2447,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,1993.03,2481,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,1994.03,2713,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,1995.03,3050,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,1996.03,2976,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,1997.03,3344,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,1998.03,3697,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,1999.03,3875,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2000.03,3811,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2001.03,3813,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2002.03,3823,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2003.03,3977,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2004.03,4131,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
